"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Access to non-farm income (1= yes)","m_exact_variance_value","intrcpt",0.014237458459534,0.0280737911130056,0.507144133196113,59,0.61394407313107,-0.0419380678030058,0.0704129847220737,0.014237458459534,0.0280737911130056,-0.0419380678030058,0.0704129847220737,0.507144133196113,0.61394407313107,59,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","m_exact_variance_value","",0.0161532454785373,0.0326403709529973,0.49488547485561,59,0.622518935583313,-0.0491599859374968,0.0814664768945715,0.0161532454785373,0.0326403709529973,-0.0491599859374968,0.0814664768945715,0.49488547485561,0.622518935583313,59,"Financial capital","no_significant_positive"
"Extension frequency (number of contacts)","m_exact_variance_value","intrcpt",0.140497278483638,0.146789048610114,0.957137332886544,21,0.349388089942768,-0.16476725926036,0.445761816227636,0.140497278483638,0.146789048610114,-0.16476725926036,0.445761816227636,0.957137332886544,0.349388089942768,21,"Technical information","no_significant_positive"
"Extension frequency (number of contacts)","m_exact_variance_value","",0.0857248640234387,0.161266028279137,0.531574225137217,21,0.600599447668802,-0.2496462010701,0.421095929116977,0.0857248640234387,0.161266028279137,-0.2496462010701,0.421095929116977,0.531574225137217,0.600599447668802,21,"Technical information","no_significant_positive"
"Access to irrigation (1= yes)","m_exact_variance_value","intrcpt",-0.0191287396371517,0.19451846930164,-0.0983389377154142,15,0.922965249403003,-0.433735042633116,0.395477563358813,-0.0191287396371517,0.19451846930164,-0.433735042633116,0.395477563358813,-0.0983389377154142,0.922965249403003,15,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_exact_variance_value","",-0.0277925256813093,0.207258282180371,-0.134096092030341,15,0.895109244848312,-0.469553097048161,0.413968045685542,-0.0277925256813093,0.207258282180371,-0.469553097048161,0.413968045685542,-0.134096092030341,0.895109244848312,15,"Physical capital","no_significant_negative"
"Land tenure (1= owned)","m_exact_variance_value","intrcpt",0.0426755859287662,0.08458698280681,0.504517178798467,61,0.615715666528683,-0.126466539875292,0.211817711732825,0.0426755859287662,0.08458698280681,-0.126466539875292,0.211817711732825,0.504517178798467,0.615715666528683,61,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_exact_variance_value","",0.0585252232603302,0.0939345636816032,0.623042477300528,61,0.535579149017854,-0.129308545723613,0.246358992244273,0.0585252232603302,0.0939345636816032,-0.129308545723613,0.246358992244273,0.623042477300528,0.535579149017854,61,"Physical capital","no_significant_positive"
"Farming experience (continuous)","m_exact_variance_value","intrcpt",0.0327940022653417,0.0674293798994016,0.486345897207824,65,0.628357703828027,-0.101871768471119,0.167459773001803,0.0327940022653417,0.0674293798994016,-0.101871768471119,0.167459773001803,0.486345897207824,0.628357703828027,65,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_exact_variance_value","",0.0668816567581372,0.0750220974035697,0.891492761104208,65,0.37595314685522,-0.0829478179336092,0.216711131449884,0.0668816567581372,0.0750220974035697,-0.0829478179336092,0.216711131449884,0.891492761104208,0.37595314685522,65,"Technical information","no_significant_positive"
"Access to credit (1= yes)","m_exact_variance_value","intrcpt",0.052467982890799,0.0836442487156475,0.627275439691811,68,0.532579352114688,-0.114441516714066,0.219377482495664,0.052467982890799,0.0836442487156475,-0.114441516714066,0.219377482495664,0.627275439691811,0.532579352114688,68,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_exact_variance_value","",-0.0688432046550987,0.0893918480049734,-0.770128442263198,68,0.443891019100251,-0.247221860072122,0.109535450761925,-0.0688432046550987,0.0893918480049734,-0.247221860072122,0.109535450761925,-0.770128442263198,0.443891019100251,68,"Financial capital","no_significant_negative"
"Access to training (1= yes)","m_exact_variance_value","intrcpt",0.0138868110538075,0.0358886916870398,0.386941133850872,32,0.701361190397124,-0.0592160616966833,0.0869896838042984,0.0138868110538075,0.0358886916870398,-0.0592160616966833,0.0869896838042984,0.386941133850872,0.701361190397124,32,"Technical information","no_significant_positive"
"Access to training (1= yes)","m_exact_variance_value","",0.0710015705527926,0.0422922162139707,1.67883305508445,32,0.102925207352536,-0.0151448548222683,0.157147995927853,0.0710015705527926,0.0422922162139707,-0.0151448548222683,0.157147995927853,1.67883305508445,0.102925207352536,32,"Technical information","no_significant_positive"
"Livestock owned (1= yes)","m_exact_variance_value","intrcpt",-0.0287702286968799,0.102120909534039,-0.281727109836309,25,0.780471710029625,-0.239092178924464,0.181551721530704,-0.0287702286968799,0.102120909534039,-0.239092178924464,0.181551721530704,-0.281727109836309,0.780471710029625,25,"Physical capital","no_significant_negative"
"Livestock owned (1= yes)","m_exact_variance_value","",0.0559488999019296,0.118963947788369,0.470301305076558,25,0.642216878855798,-0.189061936955948,0.300959736759807,0.0559488999019296,0.118963947788369,-0.189061936955948,0.300959736759807,0.470301305076558,0.642216878855798,25,"Physical capital","no_significant_positive"
"Plot size (continuous)","m_exact_variance_value","intrcpt",-0.00456316325157352,0.161405873098296,-0.0282713581853032,19,0.977740568462746,-0.342389538169082,0.333263211665935,-0.00456316325157352,0.161405873098296,-0.342389538169082,0.333263211665935,-0.0282713581853032,0.977740568462746,19,"Physical capital","no_significant_negative"
"Plot size (continuous)","m_exact_variance_value","",0.126947299419787,0.179768347002259,0.706171589919507,19,0.488651039164469,-0.249312175077161,0.503206773916735,0.126947299419787,0.179768347002259,-0.249312175077161,0.503206773916735,0.706171589919507,0.488651039164469,19,"Physical capital","no_significant_positive"
"Soil fertility (1= high)","m_exact_variance_value","intrcpt",0.0434849389933719,0.0632101966362727,0.687941840200168,18,0.500259446866103,-0.0893147562877433,0.176284634274487,0.0434849389933719,0.0632101966362727,-0.0893147562877433,0.176284634274487,0.687941840200168,0.500259446866103,18,"Biophysical","no_significant_positive"
"Soil fertility (1= high)","m_exact_variance_value","",-0.0347906324880429,0.0642002788133055,-0.541907809921109,18,0.594527483378746,-0.169670413236536,0.10008914826045,-0.0347906324880429,0.0642002788133055,-0.169670413236536,0.10008914826045,-0.541907809921109,0.594527483378746,18,"Biophysical","no_significant_negative"
"Relatives and friends (number)","m_exact_variance_value","intrcpt",-0.00487545614893662,0.0147693968136855,-0.330105298844634,19,0.744932353673321,-0.0357881589490818,0.0260372466512085,-0.00487545614893662,0.0147693968136855,-0.0357881589490818,0.0260372466512085,-0.330105298844634,0.744932353673321,19,"Social capital","no_significant_negative"
"Relatives and friends (number)","m_exact_variance_value","",0.0276739903841446,0.0167576858644941,1.65142076345874,19,0.1150843826896,-0.00740024922645968,0.0627482299947489,0.0276739903841446,0.0167576858644941,-0.00740024922645968,0.0627482299947489,1.65142076345874,0.1150843826896,19,"Social capital","no_significant_positive"
"Use of DFS (1= yes)","m_exact_variance_value","intrcpt",-0.00131992911561952,0.115401831518865,-0.0114376790926732,20,0.990987576307696,-0.242043931411505,0.239404073180266,-0.00131992911561952,0.115401831518865,-0.242043931411505,0.239404073180266,-0.0114376790926732,0.990987576307696,20,"Technical information","no_significant_negative"
"Use of DFS (1= yes)","m_exact_variance_value","",0.0746146476334365,0.121393947188225,0.614648830206865,20,0.545716576791317,-0.178608688920524,0.327837984187397,0.0746146476334365,0.121393947188225,-0.178608688920524,0.327837984187397,0.614648830206865,0.545716576791317,20,"Technical information","no_significant_positive"
"Soil fertility (1= moderate)","m_exact_variance_value","intrcpt",-0.00544539463144443,0.0376330412560201,-0.14469717167951,19,0.886473840453446,-0.0842122552208349,0.073321465957946,-0.00544539463144443,0.0376330412560201,-0.0842122552208349,0.073321465957946,-0.14469717167951,0.886473840453446,19,"Biophysical","no_significant_negative"
"Soil fertility (1= moderate)","m_exact_variance_value","",0.0102011066021876,0.0435481713823216,0.234248793425313,19,0.8172975152652,-0.080946263626507,0.101348476830882,0.0102011066021876,0.0435481713823216,-0.080946263626507,0.101348476830882,0.234248793425313,0.8172975152652,19,"Biophysical","no_significant_positive"
"Marital status (1= married)","m_exact_variance_value","intrcpt",0.00150406323249226,0.0433080987300198,0.0347293757195045,16,0.972725120827681,-0.0903050047644741,0.0933131312294586,0.00150406323249226,0.0433080987300198,-0.0903050047644741,0.0933131312294586,0.0347293757195045,0.972725120827681,16,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","m_exact_variance_value","",0.00691470553457303,0.0514399909774945,0.134422759475177,16,0.89474469269881,-0.102133203930511,0.115962614999657,0.00691470553457303,0.0514399909774945,-0.102133203930511,0.115962614999657,0.134422759475177,0.89474469269881,16,"Socio-demographic","no_significant_positive"
"Non-farm income (continuous)","m_exact_variance_value","intrcpt",0.011845715332315,0.13214641208622,0.0896408396210275,19,0.929510831288214,-0.264739903867896,0.288431334532526,0.011845715332315,0.13214641208622,-0.264739903867896,0.288431334532526,0.0896408396210275,0.929510831288214,19,"Financial capital","no_significant_positive"
"Non-farm income (continuous)","m_exact_variance_value","",0.187789127843567,0.15542253137693,1.20824906260304,19,0.241775386301211,-0.137513968925378,0.513092224612511,0.187789127843567,0.15542253137693,-0.137513968925378,0.513092224612511,1.20824906260304,0.241775386301211,19,"Financial capital","no_significant_positive"
"Gender (1= male)","m_type_data","intrcpt",-0.0621371816472402,0.0422677386926808,-1.4700853078284,135,0.143865425908115,-0.145729762036121,0.021455398741641,-0.0621371816472402,0.0422677386926808,-0.145729762036121,0.021455398741641,-1.4700853078284,0.143865425908115,135,"Socio-demographic","no_significant_negative"
"Gender (1= male)","m_type_data","",0.0748216085267158,0.0455614660872363,1.64221248682945,135,0.102873386347371,-0.0152849510937091,0.164928168147141,0.0748216085267158,0.0455614660872363,-0.0152849510937091,0.164928168147141,1.64221248682945,0.102873386347371,135,"Socio-demographic","no_significant_positive"
"Age (continuous)","m_type_data","intrcpt",-0.0234994107899649,0.0441507160565824,-0.532254352564717,161,0.595283597580809,-0.110688602115139,0.0636897805352094,-0.0234994107899649,0.0441507160565824,-0.110688602115139,0.0636897805352094,-0.532254352564717,0.595283597580809,161,"Socio-demographic","no_significant_negative"
"Age (continuous)","m_type_data","",0.03395906664193,0.0468383305355426,0.725027264072971,161,0.469487736620819,-0.0585376475038042,0.126455780787664,0.03395906664193,0.0468383305355426,-0.0585376475038042,0.126455780787664,0.725027264072971,0.469487736620819,161,"Socio-demographic","no_significant_positive"
"Education (continuous)","m_type_data","intrcpt",-0.0385764473691593,0.0536567789482928,-0.718948250813455,129,0.473473114377621,-0.144737698652245,0.0675848039139259,-0.0385764473691593,0.0536567789482928,-0.144737698652245,0.0675848039139259,-0.718948250813455,0.473473114377621,129,"Socio-demographic","no_significant_negative"
"Education (continuous)","m_type_data","",0.0989945859183511,0.0567417613929613,1.74465126721694,129,0.0834272028897087,-0.0132703786872944,0.211259550523997,0.0989945859183511,0.0567417613929613,-0.0132703786872944,0.211259550523997,1.74465126721694,0.0834272028897087,129,"Socio-demographic","no_significant_positive"
"Access to non-farm income (1= yes)","m_type_data","intrcpt",0.0694308897737276,0.0312513484771194,2.22169260390672,58,0.0302203823491668,0.00687451912396217,0.131987260423493,0.0694308897737276,0.0312513484771194,0.00687451912396217,0.131987260423493,2.22169260390672,0.0302203823491668,58,"Financial capital","significant_positive"
"Access to non-farm income (1= yes)","m_type_data","",-0.0541941097279094,0.0351445207838165,-1.5420358143812,58,0.128503706512446,-0.124543511452781,0.0161552919969618,-0.0541941097279094,0.0351445207838165,-0.124543511452781,0.0161552919969618,-1.5420358143812,0.128503706512446,58,"Financial capital","no_significant_negative"
"Access to irrigation (1= yes)","m_type_data","intrcpt",-0.204327940125387,0.0984222975040488,-2.07603302612379,15,0.0554979407966321,-0.41411010141334,0.0054542211625673,-0.204327940125387,0.0984222975040488,-0.41411010141334,0.0054542211625673,-2.07603302612379,0.0554979407966321,15,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_type_data","",0.252275605363936,0.123721530829632,2.03905984408912,15,0.0594691147384232,-0.0114305952988425,0.515981806026715,0.252275605363936,0.123721530829632,-0.0114305952988425,0.515981806026715,2.03905984408912,0.0594691147384232,15,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_type_data","intrcpt",0.151930540743142,0.109095874660612,1.39263323398603,61,0.168786239264085,-0.0662201432538685,0.370081224740153,0.151930540743142,0.109095874660612,-0.0662201432538685,0.370081224740153,1.39263323398603,0.168786239264085,61,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_type_data","",-0.0697298230343368,0.115885044976096,-0.601715459045816,61,0.54959346142631,-0.301456292116738,0.161996646048065,-0.0697298230343368,0.115885044976096,-0.301456292116738,0.161996646048065,-0.601715459045816,0.54959346142631,61,"Physical capital","no_significant_negative"
"Farming experience (continuous)","m_type_data","intrcpt",0.0352690745751867,0.170055405222924,0.207397550986121,65,0.83634779381939,-0.304355021722478,0.374893170872851,0.0352690745751867,0.170055405222924,-0.304355021722478,0.374893170872851,0.207397550986121,0.83634779381939,65,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_type_data","",0.053164475831326,0.172711921929077,0.307821690810422,65,0.75920223619996,-0.291765050684473,0.398094002347125,0.053164475831326,0.172711921929077,-0.291765050684473,0.398094002347125,0.307821690810422,0.75920223619996,65,"Technical information","no_significant_positive"
"Access to credit (1= yes)","m_type_data","intrcpt",0.0921071323710569,0.0862142310672896,1.06835183972317,67,0.289196024001993,-0.0799771930751203,0.264191457817234,0.0921071323710569,0.0862142310672896,-0.0799771930751203,0.264191457817234,1.06835183972317,0.289196024001993,67,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_type_data","",-0.113744601635096,0.0918494369928016,-1.23838104357689,67,0.219896321192763,-0.297076845185248,0.0695876419150566,-0.113744601635096,0.0918494369928016,-0.297076845185248,0.0695876419150566,-1.23838104357689,0.219896321192763,67,"Financial capital","no_significant_negative"
"Access to training (1= yes)","m_type_data","intrcpt",-0.00616709564370753,0.0693011853263903,-0.0889897570245319,32,0.929644678483452,-0.14732899077634,0.134994799488925,-0.00616709564370753,0.0693011853263903,-0.14732899077634,0.134994799488925,-0.0889897570245319,0.929644678483452,32,"Technical information","no_significant_negative"
"Access to training (1= yes)","m_type_data","",0.0772864908265212,0.072209280068842,1.07031244118261,32,0.292485615063704,-0.069798999452952,0.224371981105994,0.0772864908265212,0.072209280068842,-0.069798999452952,0.224371981105994,1.07031244118261,0.292485615063704,32,"Technical information","no_significant_positive"
"Livestock owned (1= yes)","m_type_data","intrcpt",0.0165473994219759,0.19011983451005,0.0870366811785815,25,0.93133574874666,-0.375011729394548,0.4081065282385,0.0165473994219759,0.19011983451005,-0.375011729394548,0.4081065282385,0.0870366811785815,0.93133574874666,25,"Physical capital","no_significant_positive"
"Livestock owned (1= yes)","m_type_data","",-0.00442481191751458,0.197844204861121,-0.0223651328105396,25,0.982334249121882,-0.411892579267815,0.403042955432786,-0.00442481191751458,0.197844204861121,-0.411892579267815,0.403042955432786,-0.0223651328105396,0.982334249121882,25,"Physical capital","no_significant_negative"
"Plot size (continuous)","m_type_data","intrcpt",0.236841896110908,0.159284489555791,1.48691122890501,19,0.153445434600571,-0.0965443720235113,0.570228164245327,0.236841896110908,0.159284489555791,-0.0965443720235113,0.570228164245327,1.48691122890501,0.153445434600571,19,"Physical capital","no_significant_positive"
"Plot size (continuous)","m_type_data","",-0.172594637241263,0.177490884930284,-0.97241408937172,19,0.343062574747741,-0.544087328838565,0.198898054356039,-0.172594637241263,0.177490884930284,-0.544087328838565,0.198898054356039,-0.97241408937172,0.343062574747741,19,"Physical capital","no_significant_negative"
"Soil fertility (1= high)","m_type_data","intrcpt",-0.00385760342734069,0.0154503912244164,-0.249676747424006,17,0.805829311449783,-0.0364550795162335,0.0287398726615521,-0.00385760342734069,0.0154503912244164,-0.0364550795162335,0.0287398726615521,-0.249676747424006,0.805829311449783,17,"Biophysical","no_significant_negative"
"Soil fertility (1= high)","m_type_data","",0.0270909917681061,0.0218477548233408,1.23998973748843,17,0.231822916291126,-0.0190037416988614,0.0731857252350735,0.0270909917681061,0.0218477548233408,-0.0190037416988614,0.0731857252350735,1.23998973748843,0.231822916291126,17,"Biophysical","no_significant_positive"
"Relatives and friends (number)","m_type_data","intrcpt",0.015276768855148,0.0117070061628589,1.30492532784465,19,0.207502389621554,-0.0092262766488221,0.0397798143591181,0.015276768855148,0.0117070061628589,-0.0092262766488221,0.0397798143591181,1.30492532784465,0.207502389621554,19,"Social capital","no_significant_positive"
"Relatives and friends (number)","m_type_data","",0.00262986389737429,0.0152122184745341,0.172878393889543,19,0.864575356350651,-0.02920967529074,0.0344694030854886,0.00262986389737429,0.0152122184745341,-0.02920967529074,0.0344694030854886,0.172878393889543,0.864575356350651,19,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_type_data","intrcpt",0.00793404179782055,0.0279053470584649,0.284319767863766,14,0.78032734945458,-0.0519169750949012,0.0677850586905423,0.00793404179782055,0.0279053470584649,-0.0519169750949012,0.0677850586905423,0.284319767863766,0.78032734945458,14,"Social capital","no_significant_positive"
"Communicate with other farmers (1= yes)","m_type_data","",0.0857765339379802,0.033648939729417,2.54916008134995,14,0.0231550778033881,0.013606735943778,0.157946331932182,0.0857765339379802,0.033648939729417,0.013606735943778,0.157946331932182,2.54916008134995,0.0231550778033881,14,"Social capital","significant_positive"
"Use of DFS (1= yes)","m_type_data","intrcpt",0.159779754141268,0.0800480757757467,1.99604740767147,20,0.0597263166934244,-0.00719760595090732,0.326757114233444,0.159779754141268,0.0800480757757467,-0.00719760595090732,0.326757114233444,1.99604740767147,0.0597263166934244,20,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","m_type_data","",-0.115244114178241,0.0888005105495174,-1.29778661704854,20,0.20912968144485,-0.300478733283081,0.0699905049265988,-0.115244114178241,0.0888005105495174,-0.300478733283081,0.0699905049265988,-1.29778661704854,0.20912968144485,20,"Technical information","no_significant_negative"
"Soil fertility (1= moderate)","m_type_data","intrcpt",-0.0167469984615448,0.0418133755610087,-0.400517734740398,19,0.693243028939619,-0.104263399306745,0.0707694023836551,-0.0167469984615448,0.0418133755610087,-0.104263399306745,0.0707694023836551,-0.400517734740398,0.693243028939619,19,"Biophysical","no_significant_negative"
"Soil fertility (1= moderate)","m_type_data","",0.0237750233218411,0.0468279992250993,0.507709569387239,19,0.617500143839171,-0.0742371054761053,0.121787152119788,0.0237750233218411,0.0468279992250993,-0.0742371054761053,0.121787152119788,0.507709569387239,0.617500143839171,19,"Biophysical","no_significant_positive"
"Receive support for conservation (1= yes)","m_type_data","intrcpt",0.100927591521867,0.0963878378334049,1.04709882274057,20,0.307544280542043,-0.100133914959605,0.30198909800334,0.100927591521867,0.0963878378334049,-0.100133914959605,0.30198909800334,1.04709882274057,0.307544280542043,20,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","m_type_data","",-0.0631343394939342,0.104793261091534,-0.602465643652297,20,0.553634395039026,-0.281729251650662,0.155460572662794,-0.0631343394939342,0.104793261091534,-0.281729251650662,0.155460572662794,-0.602465643652297,0.553634395039026,20,"Financial capital","no_significant_negative"
"Marital status (1= married)","m_type_data","intrcpt",-0.0235914369032012,0.0848309083105958,-0.278099543822219,16,0.784497670459304,-0.203424928968586,0.156242055162183,-0.0235914369032012,0.0848309083105958,-0.203424928968586,0.156242055162183,-0.278099543822219,0.784497670459304,16,"Socio-demographic","no_significant_negative"
"Marital status (1= married)","m_type_data","",0.0324417449633696,0.0882191580402081,0.36774036030341,16,0.717886182786684,-0.154574515658905,0.219458005585644,0.0324417449633696,0.0882191580402081,-0.154574515658905,0.219458005585644,0.36774036030341,0.717886182786684,16,"Socio-demographic","no_significant_positive"
"Non-farm income (continuous)","m_type_data","intrcpt",-0.0487457253559192,0.322187132601744,-0.151296313301791,19,0.881336819876324,-0.723091143912209,0.62559969320037,-0.0487457253559192,0.322187132601744,-0.723091143912209,0.62559969320037,-0.151296313301791,0.881336819876324,19,"Financial capital","no_significant_negative"
"Non-farm income (continuous)","m_type_data","",0.206168181989726,0.330400083546789,0.623995550414352,19,0.540050935037869,-0.485367140452218,0.89770350443167,0.206168181989726,0.330400083546789,-0.485367140452218,0.89770350443167,0.623995550414352,0.540050935037869,19,"Financial capital","no_significant_positive"
"Gender (1= male)","n_samples_num","intrcpt",0.00585441983761709,0.0170317435018991,0.343735791756393,135,0.731579766114943,-0.0278291277540084,0.0395379674292426,0.00585441983761709,0.0170317435018991,-0.0278291277540084,0.0395379674292426,0.343735791756393,0.731579766114943,135,"Socio-demographic","no_significant_positive"
"Gender (1= male)","n_samples_num","",-1.8054802088067e-06,3.08502681973018e-06,-0.585239712426427,135,0.559363509564902,-7.90671392526302e-06,4.29575350764961e-06,-1.8054802088067e-06,3.08502681973018e-06,-7.90671392526302e-06,4.29575350764961e-06,-0.585239712426427,0.559363509564902,135,"Socio-demographic","no_significant_negative"
"Age (continuous)","n_samples_num","intrcpt",0.00848335506378373,0.0159261936427405,0.532666828878514,162,0.594994116187616,-0.022966350932215,0.0399330610597825,0.00848335506378373,0.0159261936427405,-0.022966350932215,0.0399330610597825,0.532666828878514,0.594994116187616,162,"Socio-demographic","no_significant_positive"
"Age (continuous)","n_samples_num","",-1.51957489290535e-06,5.06954870570593e-06,-0.299745594947145,162,0.764755465167112,-1.15304927495724e-05,8.49134296376165e-06,-1.51957489290535e-06,5.06954870570593e-06,-1.15304927495724e-05,8.49134296376165e-06,-0.299745594947145,0.764755465167112,162,"Socio-demographic","no_significant_negative"
"Education (continuous)","n_samples_num","intrcpt",0.0567818063062542,0.0183860983798873,3.08830101596586,130,0.00246171281164392,0.0204071095388641,0.0931565030736442,0.0567818063062542,0.0183860983798873,0.0204071095388641,0.0931565030736442,3.08830101596586,0.00246171281164392,130,"Socio-demographic","significant_positive"
"Education (continuous)","n_samples_num","",-4.14145298281251e-06,3.39804517383152e-06,-1.2187751401029,130,0.225136566014345,-1.08640789715446e-05,2.58117300591956e-06,-4.14145298281251e-06,3.39804517383152e-06,-1.08640789715446e-05,2.58117300591956e-06,-1.2187751401029,0.225136566014345,130,"Socio-demographic","no_significant_negative"
"Access to non-farm income (1= yes)","n_samples_num","intrcpt",0.0260180970556848,0.0156686518932583,1.66051918396882,59,0.102116085474069,-0.00533480296359911,0.0573709970749687,0.0260180970556848,0.0156686518932583,-0.00533480296359911,0.0573709970749687,1.66051918396882,0.102116085474069,59,"Financial capital","no_significant_positive"
"Access to non-farm income (1= yes)","n_samples_num","",4.9072758170724e-08,1.92902041272772e-06,0.0254392114499882,59,0.979790483209605,-3.81088817193536e-06,3.90903368827681e-06,4.9072758170724e-08,1.92902041272772e-06,-3.81088817193536e-06,3.90903368827681e-06,0.0254392114499882,0.979790483209605,59,"Financial capital","no_significant_positive"
"Extension frequency (number of contacts)","n_samples_num","intrcpt",0.233911429725652,0.0776596301915556,3.01200802976637,21,0.00663707127951571,0.0724093876028611,0.395413471848443,0.233911429725652,0.0776596301915556,0.0724093876028611,0.395413471848443,3.01200802976637,0.00663707127951571,21,"Technical information","significant_positive"
"Extension frequency (number of contacts)","n_samples_num","",-6.23975614640442e-05,0.000134198701505714,-0.464963973301839,21,0.646742416137746,-0.000341479039059804,0.000216683916131716,-6.23975614640442e-05,0.000134198701505714,-0.000341479039059804,0.000216683916131716,-0.464963973301839,0.646742416137746,21,"Technical information","no_significant_negative"
"Access to irrigation (1= yes)","n_samples_num","intrcpt",0.118581886929502,0.0556253534305908,2.13179565820589,15,0.0499672975741093,1.92526382668395e-05,0.237144521220736,0.118581886929502,0.0556253534305908,1.92526382668395e-05,0.237144521220736,2.13179565820589,0.0499672975741093,15,"Physical capital","significant_positive"
"Access to irrigation (1= yes)","n_samples_num","",-0.000141398506374304,2.96466041180759e-05,-4.76946721490072,15,0.000248332837616476,-0.000204588747249167,-7.82082654994403e-05,-0.000141398506374304,2.96466041180759e-05,-0.000204588747249167,-7.82082654994403e-05,-4.76946721490072,0.000248332837616476,15,"Physical capital","significant_negative"
"Household is native (1= yes)","n_samples_num","intrcpt",0.028795511579337,0.0744356112477046,0.386851281216891,13,0.705124666112701,-0.132012849884853,0.189603873043527,0.028795511579337,0.0744356112477046,-0.132012849884853,0.189603873043527,0.386851281216891,0.705124666112701,13,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","n_samples_num","",-5.59556261388353e-05,0.000177749251465766,-0.314800910143985,13,0.757908478006469,-0.0004399595377152,0.000328048285437529,-5.59556261388353e-05,0.000177749251465766,-0.0004399595377152,0.000328048285437529,-0.314800910143985,0.757908478006469,13,"Socio-demographic","no_significant_negative"
"Land tenure (1= owned)","n_samples_num","intrcpt",0.0966819714173837,0.0395565847124291,2.44414355082089,61,0.0174259085985184,0.0175836916845601,0.175780251150207,0.0966819714173837,0.0395565847124291,0.0175836916845601,0.175780251150207,2.44414355082089,0.0174259085985184,61,"Physical capital","significant_positive"
"Land tenure (1= owned)","n_samples_num","",-2.72107116313319e-06,5.98416074153828e-06,-0.454712244650319,61,0.65093038985787,-1.46871401183139e-05,9.24499779204756e-06,-2.72107116313319e-06,5.98416074153828e-06,-1.46871401183139e-05,9.24499779204756e-06,-0.454712244650319,0.65093038985787,61,"Physical capital","no_significant_negative"
"Farming experience (continuous)","n_samples_num","intrcpt",0.131382259120713,0.0460885880337222,2.85064621690262,65,0.00584053386172241,0.0393369928143047,0.223427525427122,0.131382259120713,0.0460885880337222,0.0393369928143047,0.223427525427122,2.85064621690262,0.00584053386172241,65,"Technical information","significant_positive"
"Farming experience (continuous)","n_samples_num","",-8.93096567443705e-05,7.11738947854445e-05,-1.25480918268695,65,0.214041113988494,-0.000231453740108286,5.28344266195446e-05,-8.93096567443705e-05,7.11738947854445e-05,-0.000231453740108286,5.28344266195446e-05,-1.25480918268695,0.214041113988494,65,"Technical information","no_significant_negative"
"Access to credit (1= yes)","n_samples_num","intrcpt",-0.036506901133537,0.035187131045094,-1.03750718087109,68,0.303174871252557,-0.106721727920173,0.0337079256530986,-0.036506901133537,0.035187131045094,-0.106721727920173,0.0337079256530986,-1.03750718087109,0.303174871252557,68,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","n_samples_num","",4.37130757513721e-05,2.99477218712333e-05,1.45964611062324,68,0.148991883629644,-1.60466728097759e-05,0.00010347282431252,4.37130757513721e-05,2.99477218712333e-05,-1.60466728097759e-05,0.00010347282431252,1.45964611062324,0.148991883629644,68,"Financial capital","no_significant_positive"
"Access to training (1= yes)","n_samples_num","intrcpt",0.0844995281635959,0.0256586654860473,3.29321601739362,32,0.00242243744433395,0.0322345368863773,0.136764519440815,0.0844995281635959,0.0256586654860473,0.0322345368863773,0.136764519440815,3.29321601739362,0.00242243744433395,32,"Technical information","significant_positive"
"Access to training (1= yes)","n_samples_num","",-2.21663910798957e-05,1.91005503434284e-05,-1.1605105968856,32,0.254425910987133,-6.10729389528634e-05,1.6740156793072e-05,-2.21663910798957e-05,1.91005503434284e-05,-6.10729389528634e-05,1.6740156793072e-05,-1.1605105968856,0.254425910987133,32,"Technical information","no_significant_negative"
"Livestock owned (1= yes)","n_samples_num","intrcpt",0.024343922976996,0.0686217590174479,0.354755158211643,25,0.725748229247465,-0.116985235277184,0.165673081231176,0.024343922976996,0.0686217590174479,-0.116985235277184,0.165673081231176,0.354755158211643,0.725748229247465,25,"Physical capital","no_significant_positive"
"Livestock owned (1= yes)","n_samples_num","",-1.83649259992353e-05,6.82289795032196e-05,-0.269166065987675,25,0.790010935114938,-0.000158885139701131,0.00012215528770266,-1.83649259992353e-05,6.82289795032196e-05,-0.000158885139701131,0.00012215528770266,-0.269166065987675,0.790010935114938,25,"Physical capital","no_significant_negative"
