"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
1391,1,"nd","Germany","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size (ha)","farm size","ha","ha","continuous","none",NA,"logit regression model","logit","OR",0.9994,0.9994,"Z","-0.5",-0.5,"na",NA,"na",NA,"-0.5",-0.5,"nd",NA,"nd",10,10,172,172,"no limitation","farm size (ha)","OR_Z","logit_OR_Z",-0.5,-0.000600180072032461,0.00120036014406492,"Europe","Western Europe","Developed regions","Intercropping",1,0,"279",1,1,2018,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1502,-0.0393749615479079,0.00615371375622162,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1413,1,"nd","USA","embedded seminatural infrastructures","field margins",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Current or past collaboration with agencies agencies that provide technical support","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logistic regression model","logit","B",1.077,1.077,"SE","0.58199999999999996",0.582,"na",NA,"na",NA,"1.8520000000000001",1.852,"nd",NA,"nd",8,8,109,109,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","logit_B_SE",1.85051546391753,1.077,0.582,"Northern America","Northern America","Developed regions","Embedded seminatural habitats",1,0,"400",1,1,2013,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1510,0.18196220791973,0.00925619602088382,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
1413,1,"nd","USA","embedded seminatural infrastructures","field margins",NA,NA,NA,"diversity adoption (1=yes, 0=no)","log acres","farm size","log(acres)","log(acres)","continuous","none",NA,"logistic regression model","logit","B",-0.416,-0.416,"SE","0.21",0.21,"na",NA,"na",NA,"-1.984",-1.984,"nd",NA,"nd",8,8,109,109,"no limitation","farm size (log(acres))","B_SE","logit_B_SE",-1.98095238095238,-0.416,0.21,"Northern America","Northern America","Developed regions","Embedded seminatural habitats",1,0,"400",1,1,2013,"Physical capital","Farm size","continuous",NA,1,1,"-","Farm size (continuous)",1511,-0.194319215591193,0.00916738514156507,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1435,3,"Vegetable","USA","crop rotation and intercropping","cover crops and intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","vegetable acres","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"bivariate probit regression","probit","ME",-2e-04,-2e-04,"P","0.68799999999999994",0.688,"na",NA,"na",NA,"nd",NA,"0.68799999999999994",0.688,"nd",8,8,108,108,"no limitation","farm size (ha)","ME_P","probit_ME_P",-0.401570695630149,NA,NA,"Northern America","Northern America","Developed regions","Combined systems",1,0,"12.840674999999999",1,1,2014,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1515,-0.0403265432941929,0.00996750184436202,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1435,3,"Vegetable","USA","crop rotation and intercropping","cover crops and intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","vegetable revenue","h on-farm income","percentage of income","percentage of on-farm income","continuous","none",NA,"bivariate probit regression","probit","ME",2e-04,2e-04,"P","0.82799999999999996",0.828,"na",NA,"na",NA,"nd",NA,"0.82799999999999996",0.828,"nd",8,8,108,108,"no limitation","h on-farm income (percentage of on-farm income)","ME_P","probit_ME_P",0.217267350341863,NA,NA,"Northern America","Northern America","Developed regions","Combined systems",1,0,"12.840674999999999",1,1,2014,"Financial capital","On-farm income","continuous","percentage",5,2,"2","On-farm income (continuous)",1516,0.0218309862149827,0.00999047043221658,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
1482,1,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FAMLYSIZE)","h size","number of people","log(number of people)","continuous","none",NA,"multinomial logit model","logit","B",-0.196,-0.196,"SE","0.38600000000000001",0.386,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","h size (log(number of people))","B_SE","logit_B_SE",-0.507772020725389,-0.196,0.386,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Socio-demographic","Household size","continuous",NA,1,1,"-","Household size (continuous)",1518,-0.012737130147954,0.000628726765629696,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1482,1,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FARMSlZE)","farm size","log(ha)","log(ha)","continuous","none",NA,"multinomial logit model","logit","B",-0.146,-0.146,"SE","0.249",0.249,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","farm size (log(ha))","B_SE","logit_B_SE",-0.586345381526104,-0.146,0.249,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Physical capital","Farm size","continuous",NA,1,1,"-","Farm size (continuous)",1520,-0.01470769389571,0.000628658751115261,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1482,1,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(WALKMKT) Walking distance to village markets, minutes","distance to market","minutes","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.296,-0.296,"SE","0.108",0.108,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,1614,1614,"no limitation","distance to market (log(minutes))","B_SE","logit_B_SE",-2.74074074074074,-0.296,0.108,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance market","continuous",NA,2,1,"-","Distance market (continuous)",1523,-0.0685933333443293,0.000623026444461288,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
1482,1,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","INPUTMEMBER. 1 = member of input/seed/marketing cooperatives","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-0.238,-0.238,"SE","0.40100000000000002",0.401,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",-0.593516209476309,-0.238,0.401,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1524,-0.0148875249502052,0.000628652058066223,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1482,1,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(PLOTDlST).  Plot distance from home, minutes","distance farm-house","log(minutes)","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.151,-0.151,"SE","0.114",0.114,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance farm-house (log(minutes))","B_SE","logit_B_SE",-1.32456140350877,-0.151,0.114,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",1529,-0.0332101258060205,0.000627544271386027,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
1482,2,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FAMLYSIZE)","h size","number of people","log(number of people)","continuous","none",NA,"multinomial logit model","logit","B",-0.161,-0.161,"SE","0.42099999999999999",0.421,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","h size (log(number of people))","B_SE","logit_B_SE",-0.382422802850356,-0.161,0.421,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Socio-demographic","Household size","continuous",NA,1,1,"-","Household size (continuous)",1536,-0.00959316351090821,0.000628815063457235,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1482,2,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FARMSlZE)","farm size","log(ha)","log(ha)","continuous","none",NA,"multinomial logit model","logit","B",-0.219,-0.219,"SE","0.16900000000000001",0.169,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","farm size (log(ha))","B_SE","logit_B_SE",-1.29585798816568,-0.219,0.169,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Physical capital","Farm size","continuous",NA,1,1,"-","Farm size (continuous)",1538,-0.0324912262679599,0.000627603619428312,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1482,2,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(WALKMKT) Walking distance to village markets, minutes","distance to market","minutes","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.17,-0.17,"SE","9.9000000000000005E-2",0.099,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",24,24,1614,1614,"no limitation","distance to market (log(minutes))","B_SE","logit_B_SE",-1.71717171717172,-0.17,0.099,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance market","continuous",NA,2,1,"-","Distance market (continuous)",1541,-0.0430377140168783,0.000626603107644846,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
1482,2,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","INPUTMEMBER. 1 = member of input/seed/marketing cooperatives","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",0.584,0.584,"SE","0.28199999999999997",0.282,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",24,24,1614,1614,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",2.0709219858156,0.584,0.282,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1542,0.0518819747916432,0.000625549538895561,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1482,2,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(PLOTDlST).  Plot distance from home, minutes","distance farm-house","log(minutes)","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",0.002,0.002,"SE","0.109",0.109,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance farm-house (log(minutes))","B_SE","logit_B_SE",0.018348623853211,0.002,0.109,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",1547,0.000460300559847216,0.000628930551098638,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
1482,3,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FAMLYSIZE)","h size","number of people","log(number of people)","continuous","none",NA,"multinomial logit model","logit","B",0.167,0.167,"SE","0.48099999999999998",0.481,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","h size (log(number of people))","B_SE","logit_B_SE",0.347193347193347,0.167,0.481,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Socio-demographic","Household size","continuous",NA,1,1,"-","Household size (continuous)",1554,0.00870949499203289,0.000628835405753456,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1482,3,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FARMSlZE)","farm size","log(ha)","log(ha)","continuous","none",NA,"multinomial logit model","logit","B",-0.049,-0.049,"SE","0.19800000000000001",0.198,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","farm size (log(ha))","B_SE","logit_B_SE",-0.247474747474747,-0.049,0.198,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Physical capital","Farm size","continuous",NA,1,1,"-","Farm size (continuous)",1556,-0.00620812670321451,0.000628882339503818,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1482,3,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(WALKMKT) Walking distance to village markets, minutes","distance to market","minutes","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.06,-0.06,"SE","0.11700000000000001",0.117,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance to market (log(minutes))","B_SE","logit_B_SE",-0.512820512820513,-0.06,0.117,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance market","continuous",NA,2,1,"-","Distance market (continuous)",1559,-0.012863747428854,0.000628722688922314,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
1482,3,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","INPUTMEMBER. 1 = member of input/seed/marketing cooperatives","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",0.77,0.77,"SE","0.38",0.38,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",24,24,1614,1614,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",2.02631578947368,0.77,0.38,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1560,0.0507673854962774,0.000625693074060646,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1482,3,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(PLOTDlST).  Plot distance from home, minutes","distance farm-house","log(minutes)","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.185,-0.185,"SE","0.16",0.16,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance farm-house (log(minutes))","B_SE","logit_B_SE",-1.15625,-0.185,0.16,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",1565,-0.0289939359985918,0.000627873842792594,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
1482,4,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FAMLYSIZE)","h size","number of people","log(number of people)","continuous","none",NA,"multinomial logit model","logit","B",1.566,1.566,"SE","0.51400000000000001",0.514,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,1614,1614,"no limitation","h size (log(number of people))","B_SE","logit_B_SE",3.04669260700389,1.566,0.514,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Socio-demographic","Household size","continuous",NA,1,1,"-","Household size (continuous)",1572,0.0762082324563402,0.000621646754672592,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1482,4,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(FARMSlZE)","farm size","log(ha)","log(ha)","continuous","none",NA,"multinomial logit model","logit","B",-0.396,-0.396,"SE","0.19",0.19,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",24,24,1614,1614,"no limitation","farm size (log(ha))","B_SE","logit_B_SE",-2.08421052631579,-0.396,0.19,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Physical capital","Farm size","continuous",NA,1,1,"-","Farm size (continuous)",1574,-0.0522139825133982,0.000625506184133149,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1482,4,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(WALKMKT) Walking distance to village markets, minutes","distance to market","minutes","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.061,-0.061,"SE","0.112",0.112,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance to market (log(minutes))","B_SE","logit_B_SE",-0.544642857142857,-0.061,0.112,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance market","continuous",NA,2,1,"-","Distance market (continuous)",1577,-0.0136618442619809,0.000628696064691477,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
1482,4,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","INPUTMEMBER. 1 = member of input/seed/marketing cooperatives","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",1.148,1.148,"SE","0.34100000000000003",0.341,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",24,24,1614,1614,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",3.36656891495601,1.148,0.341,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1578,0.0841554452281511,0.000620054011804512,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1482,4,"Maize","Ethiopia","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","log(PLOTDlST).  Plot distance from home, minutes","distance farm-house","log(minutes)","log(minutes)","continuous","none",NA,"multinomial logit model","logit","B",-0.081,-0.081,"SE","0.13400000000000001",0.134,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",24,24,1614,1614,"no limitation","distance farm-house (log(minutes))","B_SE","logit_B_SE",-0.604477611940298,-0.081,0.134,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2",0,0,2010,"Accessibility","Distance farm-house","continuous",NA,1,1,"-","Distance farm-house (continuous)",1583,-0.0151624137795067,0.000628641669981266,"Accessibility",-33.1386,60.2305,-18.7032,"LRT = 95.3691, p < 0.0001","LRT = 16.4354, p = 1e-04","Three-level"
1517,1,"Cotton","Pakistan","crop rotation",NA,NA,NA,"weed control","diversity adoption (1=yes, 0=no)","Household size","h size","number of people","number of people","continuous","none",NA,"multivariate probit model","probit","B",-0.18,-0.18,"SE","0.92",0.92,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",22,22,325,325,"no limitation","h size (number of people)","B_SE","probit_B_SE",-0.195652173913043,-0.288,1.472,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"15.6",1,NA,2007,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1592,-0.0112578040112789,0.00329949353056187,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1517,1,"Cotton","Pakistan","crop rotation",NA,NA,NA,"weed control","diversity adoption (1=yes, 0=no)","Land owned","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"multivariate probit model","probit","B",0.01,0.01,"SE","0.42",0.42,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",22,22,325,325,"no limitation","farm size (ha)","B_SE","probit_B_SE",0.0238095238095238,0.006474976,0.271948992,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"16.600000000000001",1,NA,2007,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1593,0.0013700828513466,0.00330031764273757,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1517,1,"Cotton","Pakistan","crop rotation",NA,NA,NA,"weed control","diversity adoption (1=yes, 0=no)","Membership","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",-0.523,-0.523,"SE","2.13",2.13,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",22,22,325,325,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",-0.245539906103286,-0.8368,3.408,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"22.6",1,NA,2007,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1595,-0.0141278237420335,0.00329901270307245,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1517,1,"Cotton","Pakistan","crop rotation",NA,NA,NA,"weed control","diversity adoption (1=yes, 0=no)","Extension agent access","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",0.05,0.05,"SE","1.84",1.84,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",22,22,325,325,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","probit_B_SE",0.0271739130434783,0.08,2.944,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"23.6",1,NA,2007,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1596,0.0015636810710597,0.00330031389375906,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
1545,1,"nd","Zambia","land with temporary fallow","improved fallow",NA,"trees","n fixing","diversity adoption (1=yes, 0=no)","hsize e. Number of people in a household","h size","number of people","number of people","continuous","none",NA,"probit regression model","probit","B",0.0248,0.0248,"SE","5.2600000000000001E-2",0.0526,"na",NA,"na",NA,"0.47",0.47,"nd",NA,"nd",18,18,324,324,"no limitation","h size (number of people)","B_SE","probit_B_SE",0.47148288973384,0.03968,0.08416,"Africa","Eastern Africa","Developing regions","Fallow",1,1,"3.9",1,1,2011,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1601,0.0269871988519717,0.00326321540075198,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1545,1,"nd","Zambia","land with temporary fallow","improved fallow",NA,"trees","n fixing","diversity adoption (1=yes, 0=no)","farmsi. Size of farm in hectares","farm size","ha","ha","continuous","none",NA,"probit regression model","probit","B",0.238,0.238,"SE","7.5999999999999998E-2",0.076,"na",NA,"na",NA,"3.13",3.13,"0.01",0.01,"nd",18,18,324,324,"no limitation","farm size (ha)","B_SE","probit_B_SE",3.13157894736842,0.3808,0.1216,"Africa","Eastern Africa","Developing regions","Fallow",1,1,"3.9",1,1,2011,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1604,0.176498623031627,0.00306753890369921,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1545,1,"nd","Zambia","land with temporary fallow","improved fallow",NA,"trees","n fixing","diversity adoption (1=yes, 0=no)","group. 1 if household belongs to agricultural group, 0 otherwise","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",1.28,1.28,"SE","0.313",0.313,"na",NA,"na",NA,"4.09",4.09,"0.01",0.01,"nd",18,18,324,324,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",4.08945686900958,2.048,0.5008,"Africa","Eastern Africa","Developing regions","Fallow",1,1,"3.9",1,1,2011,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1605,0.2279943755717,0.00293705620598167,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1685,1,"pasture","Brazil","Rotational grazing",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Assistance from extension agency (0 = no, 1 = yes)","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"binomial logistic regression model","logit","OR",0.5,0.5,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",17,17,298,298,"no limitation","access to agricultural extension (1= yes, 0= no)","OR_P","logit_OR_P",-1.03643338949379,-0.693147180559945,0.668781214100493,"Latin America and the Caribbean","South America","Developing regions","Rotational grazing",0,0,"nd",0,1,1996,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1608,-0.0618202715714334,0.00353156979995723,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
