"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"m_exact_variance_value","Financial capital","Access to credit (1= yes)","",-0.0688,-0.2472,0.1095,-0.7701,68,0.4439,"QM (1, 68) = 0.5931, p =0.4439","no_significant_negative","0.4439"
"m_exact_variance_value","Technical information","Access to training (1= yes)","intrcpt",0.0139,-0.0592,0.087,0.3869,32,0.7014,"QM (1, 32) = 2.8185, p =0.1029","no_significant_positive","0.7014"
"m_exact_variance_value","Technical information","Access to training (1= yes)","",0.071,-0.0151,0.1571,1.6788,32,0.1029,"QM (1, 32) = 2.8185, p =0.1029","no_significant_positive","0.1029"
"m_exact_variance_value","Physical capital","Livestock owned (1= yes)","intrcpt",-0.0288,-0.2391,0.1816,-0.2817,25,0.7805,"QM (1, 25) = 0.2212, p =0.6422","no_significant_negative","0.7805"
"m_exact_variance_value","Physical capital","Livestock owned (1= yes)","",0.0559,-0.1891,0.301,0.4703,25,0.6422,"QM (1, 25) = 0.2212, p =0.6422","no_significant_positive","0.6422"
"m_exact_variance_value","Physical capital","Plot size (continuous)","intrcpt",-0.0046,-0.3424,0.3333,-0.0283,19,0.9777,"QM (1, 19) = 0.4987, p =0.4887","no_significant_negative","0.9777"
"m_exact_variance_value","Physical capital","Plot size (continuous)","",0.1269,-0.2493,0.5032,0.7062,19,0.4887,"QM (1, 19) = 0.4987, p =0.4887","no_significant_positive","0.4887"
"m_exact_variance_value","Biophysical","Soil fertility (1= high)","intrcpt",0.0435,-0.0893,0.1763,0.6879,18,0.5003,"QM (1, 18) = 0.2937, p =0.5945","no_significant_positive","0.5003"
"m_exact_variance_value","Biophysical","Soil fertility (1= high)","",-0.0348,-0.1697,0.1001,-0.5419,18,0.5945,"QM (1, 18) = 0.2937, p =0.5945","no_significant_negative","0.5945"
"m_exact_variance_value","Social capital","Relatives and friends (number)","intrcpt",-0.0049,-0.0358,0.026,-0.3301,19,0.7449,"QM (1, 19) = 2.7272, p =0.1151","no_significant_negative","0.7449"
"m_exact_variance_value","Social capital","Relatives and friends (number)","",0.0277,-0.0074,0.0627,1.6514,19,0.1151,"QM (1, 19) = 2.7272, p =0.1151","no_significant_positive","0.1151"
"m_exact_variance_value","Technical information","Use of DFS (1= yes)","intrcpt",-0.0013,-0.242,0.2394,-0.0114,20,0.991,"QM (1, 20) = 0.3778, p =0.5457","no_significant_negative","0.991"
"m_exact_variance_value","Technical information","Use of DFS (1= yes)","",0.0746,-0.1786,0.3278,0.6146,20,0.5457,"QM (1, 20) = 0.3778, p =0.5457","no_significant_positive","0.5457"
"m_exact_variance_value","Biophysical","Soil fertility (1= moderate)","intrcpt",-0.0054,-0.0842,0.0733,-0.1447,19,0.8865,"QM (1, 19) = 0.0549, p =0.8173","no_significant_negative","0.8865"
"m_exact_variance_value","Biophysical","Soil fertility (1= moderate)","",0.0102,-0.0809,0.1013,0.2342,19,0.8173,"QM (1, 19) = 0.0549, p =0.8173","no_significant_positive","0.8173"
"m_exact_variance_value","Socio-demographic","Marital status (1= married)","intrcpt",0.0015,-0.0903,0.0933,0.0347,16,0.9727,"QM (1, 16) = 0.0181, p =0.8947","no_significant_positive","0.9727"
"m_exact_variance_value","Socio-demographic","Marital status (1= married)","",0.0069,-0.1021,0.116,0.1344,16,0.8947,"QM (1, 16) = 0.0181, p =0.8947","no_significant_positive","0.8947"
"m_exact_variance_value","Financial capital","Non-farm income (continuous)","intrcpt",0.0118,-0.2647,0.2884,0.0896,19,0.9295,"QM (1, 19) = 1.4599, p =0.2418","no_significant_positive","0.9295"
"m_exact_variance_value","Financial capital","Non-farm income (continuous)","",0.1878,-0.1375,0.5131,1.2082,19,0.2418,"QM (1, 19) = 1.4599, p =0.2418","no_significant_positive","0.2418"
"m_type_data","Socio-demographic","Gender (1= male)","intrcpt",-0.0621,-0.1457,0.0215,-1.4701,135,0.1439,"QM (1, 135) = 2.6969, p =0.1029","no_significant_negative","0.1439"
"m_type_data","Socio-demographic","Gender (1= male)","",0.0748,-0.0153,0.1649,1.6422,135,0.1029,"QM (1, 135) = 2.6969, p =0.1029","no_significant_positive","0.1029"
"m_type_data","Socio-demographic","Age (continuous)","intrcpt",-0.0235,-0.1107,0.0637,-0.5323,161,0.5953,"QM (1, 161) = 0.5257, p =0.4695","no_significant_negative","0.5953"
"m_type_data","Socio-demographic","Age (continuous)","",0.034,-0.0585,0.1265,0.725,161,0.4695,"QM (1, 161) = 0.5257, p =0.4695","no_significant_positive","0.4695"
"m_type_data","Socio-demographic","Education (continuous)","intrcpt",-0.0386,-0.1447,0.0676,-0.7189,129,0.4735,"QM (1, 129) = 3.0438, p =0.0834","no_significant_negative","0.4735"
"m_type_data","Socio-demographic","Education (continuous)","",0.099,-0.0133,0.2113,1.7447,129,0.0834,"QM (1, 129) = 3.0438, p =0.0834","no_significant_positive","0.0834"
"m_type_data","Financial capital","Access to non-farm income (1= yes)","intrcpt",0.0694,0.0069,0.132,2.2217,58,0.0302,"QM (1, 58) = 2.3779, p =0.1285","significant_positive","0.0302*"
"m_type_data","Financial capital","Access to non-farm income (1= yes)","",-0.0542,-0.1245,0.0162,-1.542,58,0.1285,"QM (1, 58) = 2.3779, p =0.1285","no_significant_negative","0.1285"
"m_type_data","Physical capital","Access to irrigation (1= yes)","intrcpt",-0.2043,-0.4141,0.0055,-2.076,15,0.0555,"QM (1, 15) = 4.1578, p =0.0595","no_significant_negative","0.0555"
"m_type_data","Physical capital","Access to irrigation (1= yes)","",0.2523,-0.0114,0.516,2.0391,15,0.0595,"QM (1, 15) = 4.1578, p =0.0595","no_significant_positive","0.0595"
"m_type_data","Physical capital","Land tenure (1= owned)","intrcpt",0.1519,-0.0662,0.3701,1.3926,61,0.1688,"QM (1, 61) = 0.3621, p =0.5496","no_significant_positive","0.1688"
"m_type_data","Physical capital","Land tenure (1= owned)","",-0.0697,-0.3015,0.162,-0.6017,61,0.5496,"QM (1, 61) = 0.3621, p =0.5496","no_significant_negative","0.5496"
"m_type_data","Technical information","Farming experience (continuous)","intrcpt",0.0353,-0.3044,0.3749,0.2074,65,0.8363,"QM (1, 65) = 0.0948, p =0.7592","no_significant_positive","0.8363"
"m_type_data","Technical information","Farming experience (continuous)","",0.0532,-0.2918,0.3981,0.3078,65,0.7592,"QM (1, 65) = 0.0948, p =0.7592","no_significant_positive","0.7592"
"m_type_data","Financial capital","Access to credit (1= yes)","intrcpt",0.0921,-0.08,0.2642,1.0684,67,0.2892,"QM (1, 67) = 1.5336, p =0.2199","no_significant_positive","0.2892"
"m_type_data","Financial capital","Access to credit (1= yes)","",-0.1137,-0.2971,0.0696,-1.2384,67,0.2199,"QM (1, 67) = 1.5336, p =0.2199","no_significant_negative","0.2199"
"m_type_data","Technical information","Access to training (1= yes)","intrcpt",-0.0062,-0.1473,0.135,-0.089,32,0.9296,"QM (1, 32) = 1.1456, p =0.2925","no_significant_negative","0.9296"
"m_type_data","Technical information","Access to training (1= yes)","",0.0773,-0.0698,0.2244,1.0703,32,0.2925,"QM (1, 32) = 1.1456, p =0.2925","no_significant_positive","0.2925"
"m_type_data","Physical capital","Livestock owned (1= yes)","intrcpt",0.0165,-0.375,0.4081,0.087,25,0.9313,"QM (1, 25) = 5e-04, p =0.9823","no_significant_positive","0.9313"
"m_type_data","Physical capital","Livestock owned (1= yes)","",-0.0044,-0.4119,0.403,-0.0224,25,0.9823,"QM (1, 25) = 5e-04, p =0.9823","no_significant_negative","0.9823"
"m_type_data","Physical capital","Plot size (continuous)","intrcpt",0.2368,-0.0965,0.5702,1.4869,19,0.1534,"QM (1, 19) = 0.9456, p =0.3431","no_significant_positive","0.1534"
"m_type_data","Physical capital","Plot size (continuous)","",-0.1726,-0.5441,0.1989,-0.9724,19,0.3431,"QM (1, 19) = 0.9456, p =0.3431","no_significant_negative","0.3431"
"m_type_data","Biophysical","Soil fertility (1= high)","intrcpt",-0.0039,-0.0365,0.0287,-0.2497,17,0.8058,"QM (1, 17) = 1.5376, p =0.2318","no_significant_negative","0.8058"
"m_type_data","Biophysical","Soil fertility (1= high)","",0.0271,-0.019,0.0732,1.24,17,0.2318,"QM (1, 17) = 1.5376, p =0.2318","no_significant_positive","0.2318"
"m_type_data","Social capital","Relatives and friends (number)","intrcpt",0.0153,-0.0092,0.0398,1.3049,19,0.2075,"QM (1, 19) = 0.0299, p =0.8646","no_significant_positive","0.2075"
"m_type_data","Social capital","Relatives and friends (number)","",0.0026,-0.0292,0.0345,0.1729,19,0.8646,"QM (1, 19) = 0.0299, p =0.8646","no_significant_positive","0.8646"
"m_type_data","Social capital","Communicate with other farmers (1= yes)","intrcpt",0.0079,-0.0519,0.0678,0.2843,14,0.7803,"QM (1, 14) = 6.4982, p =0.0232","no_significant_positive","0.7803"
"m_type_data","Social capital","Communicate with other farmers (1= yes)","",0.0858,0.0136,0.1579,2.5492,14,0.0232,"QM (1, 14) = 6.4982, p =0.0232","significant_positive","0.0232*"
"m_type_data","Technical information","Use of DFS (1= yes)","intrcpt",0.1598,-0.0072,0.3268,1.996,20,0.0597,"QM (1, 20) = 1.6843, p =0.2091","no_significant_positive","0.0597"
"m_type_data","Technical information","Use of DFS (1= yes)","",-0.1152,-0.3005,0.07,-1.2978,20,0.2091,"QM (1, 20) = 1.6843, p =0.2091","no_significant_negative","0.2091"
"m_type_data","Biophysical","Soil fertility (1= moderate)","intrcpt",-0.0167,-0.1043,0.0708,-0.4005,19,0.6932,"QM (1, 19) = 0.2578, p =0.6175","no_significant_negative","0.6932"
"m_type_data","Biophysical","Soil fertility (1= moderate)","",0.0238,-0.0742,0.1218,0.5077,19,0.6175,"QM (1, 19) = 0.2578, p =0.6175","no_significant_positive","0.6175"
"m_type_data","Financial capital","Receive support for conservation (1= yes)","intrcpt",0.1009,-0.1001,0.302,1.0471,20,0.3075,"QM (1, 20) = 0.363, p =0.5536","no_significant_positive","0.3075"
"m_type_data","Financial capital","Receive support for conservation (1= yes)","",-0.0631,-0.2817,0.1555,-0.6025,20,0.5536,"QM (1, 20) = 0.363, p =0.5536","no_significant_negative","0.5536"
"m_type_data","Socio-demographic","Marital status (1= married)","intrcpt",-0.0236,-0.2034,0.1562,-0.2781,16,0.7845,"QM (1, 16) = 0.1352, p =0.7179","no_significant_negative","0.7845"
"m_type_data","Socio-demographic","Marital status (1= married)","",0.0324,-0.1546,0.2195,0.3677,16,0.7179,"QM (1, 16) = 0.1352, p =0.7179","no_significant_positive","0.7179"
"m_type_data","Financial capital","Non-farm income (continuous)","intrcpt",-0.0487,-0.7231,0.6256,-0.1513,19,0.8813,"QM (1, 19) = 0.3894, p =0.5401","no_significant_negative","0.8813"
"m_type_data","Financial capital","Non-farm income (continuous)","",0.2062,-0.4854,0.8977,0.624,19,0.5401,"QM (1, 19) = 0.3894, p =0.5401","no_significant_positive","0.5401"
"m_sampling_unit","Socio-demographic","Gender (1= male)","intrcpt",-0.0041,-0.077,0.0688,-0.1111,135,0.9117,"QM (1, 135) = 0.037, p =0.8477","no_significant_negative","0.9117"
"m_sampling_unit","Socio-demographic","Gender (1= male)","",0.0079,-0.073,0.0887,0.1924,135,0.8477,"QM (1, 135) = 0.037, p =0.8477","no_significant_positive","0.8477"
"m_sampling_unit","Socio-demographic","Age (continuous)","intrcpt",-0.0049,-0.0849,0.0751,-0.1209,162,0.9039,"QM (1, 162) = 0.0931, p =0.7607","no_significant_negative","0.9039"
"m_sampling_unit","Socio-demographic","Age (continuous)","",0.0133,-0.0726,0.0991,0.3051,162,0.7607,"QM (1, 162) = 0.0931, p =0.7607","no_significant_positive","0.7607"
"m_sampling_unit","Socio-demographic","Education (continuous)","intrcpt",-0.0066,-0.0884,0.0752,-0.159,130,0.8739,"QM (1, 130) = 2.2417, p =0.1368","no_significant_negative","0.8739"
"m_sampling_unit","Socio-demographic","Education (continuous)","",0.0682,-0.0219,0.1584,1.4972,130,0.1368,"QM (1, 130) = 2.2417, p =0.1368","no_significant_positive","0.1368"
"m_sampling_unit","Financial capital","Access to non-farm income (1= yes)","intrcpt",0.0126,-0.0326,0.0578,0.5579,59,0.579,"QM (1, 59) = 0.6013, p =0.4412","no_significant_positive","0.579"
"m_sampling_unit","Financial capital","Access to non-farm income (1= yes)","",0.0226,-0.0357,0.081,0.7754,59,0.4412,"QM (1, 59) = 0.6013, p =0.4412","no_significant_positive","0.4412"
"m_sampling_unit","Physical capital","Access to irrigation (1= yes)","intrcpt",-0.0658,-0.3265,0.195,-0.5375,15,0.5988,"QM (1, 15) = 0.0469, p =0.8315","no_significant_negative","0.5988"
"m_sampling_unit","Physical capital","Access to irrigation (1= yes)","",0.0317,-0.2801,0.3435,0.2165,15,0.8315,"QM (1, 15) = 0.0469, p =0.8315","no_significant_positive","0.8315"
"m_sampling_unit","Physical capital","Land tenure (1= owned)","intrcpt",0.01,-0.1286,0.1487,0.1447,61,0.8854,"QM (1, 61) = 1.8404, p =0.1799","no_significant_positive","0.8854"
"m_sampling_unit","Physical capital","Land tenure (1= owned)","",0.1105,-0.0524,0.2734,1.3566,61,0.1799,"QM (1, 61) = 1.8404, p =0.1799","no_significant_positive","0.1799"
"m_sampling_unit","Technical information","Farming experience (continuous)","intrcpt",0.0411,-0.198,0.2801,0.3432,65,0.7326,"QM (1, 65) = 0.1555, p =0.6946","no_significant_positive","0.7326"
"m_sampling_unit","Technical information","Farming experience (continuous)","",0.0487,-0.1981,0.2955,0.3944,65,0.6946,"QM (1, 65) = 0.1555, p =0.6946","no_significant_positive","0.6946"
"m_sampling_unit","Financial capital","Access to credit (1= yes)","intrcpt",0.0368,-0.2061,0.2797,0.3023,68,0.7633,"QM (1, 68) = 0.1427, p =0.7068","no_significant_positive","0.7633"
"m_sampling_unit","Financial capital","Access to credit (1= yes)","",-0.0474,-0.2978,0.203,-0.3777,68,0.7068,"QM (1, 68) = 0.1427, p =0.7068","no_significant_negative","0.7068"
"m_sampling_unit","Technical information","Access to training (1= yes)","intrcpt",0.0154,-0.0865,0.1173,0.3077,32,0.7603,"QM (1, 32) = 1.1589, p =0.2897","no_significant_positive","0.7603"
"m_sampling_unit","Technical information","Access to training (1= yes)","",0.0585,-0.0522,0.1691,1.0765,32,0.2897,"QM (1, 32) = 1.1589, p =0.2897","no_significant_positive","0.2897"
"m_sampling_unit","Physical capital","Livestock owned (1= yes)","intrcpt",-0.0275,-0.4232,0.3682,-0.1431,25,0.8873,"QM (1, 25) = 0.0468, p =0.8306","no_significant_negative","0.8873"
"m_sampling_unit","Physical capital","Livestock owned (1= yes)","",0.0432,-0.3682,0.4546,0.2162,25,0.8306,"QM (1, 25) = 0.0468, p =0.8306","no_significant_positive","0.8306"
"m_sampling_unit","Physical capital","Plot size (continuous)","intrcpt",-0.0097,-0.1924,0.173,-0.1111,19,0.9127,"QM (1, 19) = 3.5839, p =0.0737","no_significant_negative","0.9127"
"m_sampling_unit","Physical capital","Plot size (continuous)","",0.2529,-0.0267,0.5325,1.8931,19,0.0737,"QM (1, 19) = 3.5839, p =0.0737","no_significant_positive","0.0737"
"m_sampling_unit","Biophysical","Soil fertility (1= high)","intrcpt",0.004,-0.0251,0.0331,0.2905,18,0.7748,"QM (1, 18) = 0.4796, p =0.4974","no_significant_positive","0.7748"
"m_sampling_unit","Biophysical","Soil fertility (1= high)","",0.0159,-0.0324,0.0642,0.6925,18,0.4974,"QM (1, 18) = 0.4796, p =0.4974","no_significant_positive","0.4974"
"m_sampling_unit","Social capital","Relatives and friends (number)","intrcpt",0.0093,-0.008,0.0266,1.1266,19,0.2739,"QM (1, 19) = 2.2428, p =0.1507","no_significant_positive","0.2739"
"m_sampling_unit","Social capital","Relatives and friends (number)","",0.0233,-0.0092,0.0557,1.4976,19,0.1507,"QM (1, 19) = 2.2428, p =0.1507","no_significant_positive","0.1507"
"m_sampling_unit","Social capital","Communicate with other farmers (1= yes)","intrcpt",0.0504,-0.0116,0.1123,1.743,14,0.1032,"QM (1, 14) = 0.8535, p =0.3712","no_significant_positive","0.1032"
"m_sampling_unit","Social capital","Communicate with other farmers (1= yes)","",0.0353,-0.0466,0.1172,0.9238,14,0.3712,"QM (1, 14) = 0.8535, p =0.3712","no_significant_positive","0.3712"
"m_sampling_unit","Technical information","Use of DFS (1= yes)","intrcpt",-0.0168,-0.181,0.1473,-0.2139,20,0.8328,"QM (1, 20) = 1.3836, p =0.2533","no_significant_negative","0.8328"
"m_sampling_unit","Technical information","Use of DFS (1= yes)","",0.1033,-0.0799,0.2865,1.1762,20,0.2533,"QM (1, 20) = 1.3836, p =0.2533","no_significant_positive","0.2533"
"m_sampling_unit","Biophysical","Soil fertility (1= moderate)","intrcpt",-0.0062,-0.0587,0.0463,-0.2464,19,0.808,"QM (1, 19) = 0.2576, p =0.6176","no_significant_negative","0.808"
"m_sampling_unit","Biophysical","Soil fertility (1= moderate)","",0.0192,-0.0601,0.0986,0.5075,19,0.6176,"QM (1, 19) = 0.2576, p =0.6176","no_significant_positive","0.6176"
"m_sampling_unit","Financial capital","Receive support for conservation (1= yes)","intrcpt",0.0651,-0.1843,0.3146,0.5447,20,0.592,"QM (1, 20) = 0.024, p =0.8784","no_significant_positive","0.592"
"m_sampling_unit","Financial capital","Receive support for conservation (1= yes)","",-0.0196,-0.2828,0.2436,-0.155,20,0.8784,"QM (1, 20) = 0.024, p =0.8784","no_significant_negative","0.8784"
"m_sampling_unit","Financial capital","Non-farm income (continuous)","intrcpt",0.0063,-0.469,0.4817,0.0279,19,0.978,"QM (1, 19) = 0.4275, p =0.521","no_significant_positive","0.978"
"m_sampling_unit","Financial capital","Non-farm income (continuous)","",0.1564,-0.3442,0.6571,0.6539,19,0.521,"QM (1, 19) = 0.4275, p =0.521","no_significant_positive","0.521"
"m_mean_farm_size_ha","Socio-demographic","Gender (1= male)","intrcpt",-0.0084,-0.0492,0.0325,-0.4064,104,0.6853,"QM (1, 104) = 0.1623, p =0.6879","no_significant_negative","0.6853"
"m_mean_farm_size_ha","Socio-demographic","Gender (1= male)","",1e-04,-5e-04,8e-04,0.4028,104,0.6879,"QM (1, 104) = 0.1623, p =0.6879","no_significant_positive","0.6879"
"m_mean_farm_size_ha","Socio-demographic","Age (continuous)","intrcpt",-0.0053,-0.044,0.0334,-0.2705,123,0.7872,"QM (1, 123) = 0.7393, p =0.3915","no_significant_negative","0.7872"
"m_mean_farm_size_ha","Socio-demographic","Age (continuous)","",1e-04,-1e-04,3e-04,0.8598,123,0.3915,"QM (1, 123) = 0.7393, p =0.3915","no_significant_positive","0.3915"
"m_mean_farm_size_ha","Socio-demographic","Education (continuous)","intrcpt",0.0448,6e-04,0.0889,2.011,102,0.047,"QM (1, 102) = 0.0864, p =0.7695","significant_positive","0.047*"
"m_mean_farm_size_ha","Socio-demographic","Education (continuous)","",0,-3e-04,4e-04,0.2939,102,0.7695,"QM (1, 102) = 0.0864, p =0.7695","no_significant_positive","0.7695"
"m_mean_farm_size_ha","Financial capital","Access to non-farm income (1= yes)","intrcpt",0.034,0.002,0.066,2.1289,52,0.038,"QM (1, 52) = 0.0581, p =0.8105","significant_positive","0.038*"
"m_mean_farm_size_ha","Financial capital","Access to non-farm income (1= yes)","",0,-3e-04,3e-04,-0.2411,52,0.8105,"QM (1, 52) = 0.0581, p =0.8105","no_significant_negative","0.8105"
"m_mean_farm_size_ha","Technical information","Extension frequency (number of contacts)","intrcpt",0.252,0.08,0.4239,3.0921,17,0.0066,"QM (1, 17) = 0.4261, p =0.5226","significant_positive","0.0066**"
"m_mean_farm_size_ha","Technical information","Extension frequency (number of contacts)","",-0.0013,-0.0053,0.0028,-0.6528,17,0.5226,"QM (1, 17) = 0.4261, p =0.5226","no_significant_negative","0.5226"
"m_mean_farm_size_ha","Physical capital","Access to irrigation (1= yes)","intrcpt",-0.1148,-0.3339,0.1043,-1.1416,12,0.2759,"QM (1, 12) = 0.4257, p =0.5264","no_significant_negative","0.2759"
"m_mean_farm_size_ha","Physical capital","Access to irrigation (1= yes)","",0.0034,-0.0081,0.0149,0.6525,12,0.5264,"QM (1, 12) = 0.4257, p =0.5264","no_significant_positive","0.5264"
"m_mean_farm_size_ha","Socio-demographic","Household is native (1= yes)","intrcpt",0.0952,-0.0515,0.2419,1.5877,6,0.1635,"QM (1, 6) = 8.4439, p =0.0271","no_significant_positive","0.1635"
"m_mean_farm_size_ha","Socio-demographic","Household is native (1= yes)","",-7e-04,-0.0014,-1e-04,-2.9058,6,0.0271,"QM (1, 6) = 8.4439, p =0.0271","significant_negative","0.0271*"
"m_mean_farm_size_ha","Physical capital","Land tenure (1= owned)","intrcpt",0.0726,-0.0086,0.1537,1.7952,52,0.0784,"QM (1, 52) = 0.0944, p =0.7598","no_significant_positive","0.0784"
"m_mean_farm_size_ha","Physical capital","Land tenure (1= owned)","",1e-04,-7e-04,0.001,0.3073,52,0.7598,"QM (1, 52) = 0.0944, p =0.7598","no_significant_positive","0.7598"
"m_mean_farm_size_ha","Technical information","Farming experience (continuous)","intrcpt",0.1154,0.0343,0.1966,2.858,50,0.0062,"QM (1, 50) = 1.0081, p =0.3202","significant_positive","0.0062**"
"m_mean_farm_size_ha","Technical information","Farming experience (continuous)","",-4e-04,-0.0013,4e-04,-1.004,50,0.3202,"QM (1, 50) = 1.0081, p =0.3202","no_significant_negative","0.3202"
"m_mean_farm_size_ha","Financial capital","Access to credit (1= yes)","intrcpt",-0.0129,-0.0906,0.0648,-0.333,53,0.7404,"QM (1, 53) = 0.0432, p =0.8362","no_significant_negative","0.7404"
"m_mean_farm_size_ha","Financial capital","Access to credit (1= yes)","",-3e-04,-0.0036,0.0029,-0.2078,53,0.8362,"QM (1, 53) = 0.0432, p =0.8362","no_significant_negative","0.8362"
"m_mean_farm_size_ha","Technical information","Access to training (1= yes)","intrcpt",0.0732,0.025,0.1215,3.1191,26,0.0044,"QM (1, 26) = 0.6897, p =0.4138","significant_positive","0.0044**"
"m_mean_farm_size_ha","Technical information","Access to training (1= yes)","",-0.001,-0.0034,0.0014,-0.8305,26,0.4138,"QM (1, 26) = 0.6897, p =0.4138","no_significant_negative","0.4138"
"m_mean_farm_size_ha","Physical capital","Livestock owned (1= yes)","intrcpt",0.0022,-0.1502,0.1546,0.03,20,0.9763,"QM (1, 20) = 0.0036, p =0.9526","no_significant_positive","0.9763"
"m_mean_farm_size_ha","Physical capital","Livestock owned (1= yes)","",0,-5e-04,5e-04,0.0602,20,0.9526,"QM (1, 20) = 0.0036, p =0.9526","no_significant_positive","0.9526"
"m_mean_farm_size_ha","Physical capital","Plot size (continuous)","intrcpt",0.2595,-0.0317,0.5507,1.8805,17,0.0773,"QM (1, 17) = 1.4843, p =0.2397","no_significant_positive","0.0773"
"m_mean_farm_size_ha","Physical capital","Plot size (continuous)","",-0.0855,-0.2336,0.0626,-1.2183,17,0.2397,"QM (1, 17) = 1.4843, p =0.2397","no_significant_negative","0.2397"
"m_mean_farm_size_ha","Biophysical","Soil fertility (1= high)","intrcpt",0.0116,-0.0229,0.0461,0.708,17,0.4885,"QM (1, 17) = 0.0074, p =0.9324","no_significant_positive","0.4885"
"m_mean_farm_size_ha","Biophysical","Soil fertility (1= high)","",-4e-04,-0.0102,0.0094,-0.0861,17,0.9324,"QM (1, 17) = 0.0074, p =0.9324","no_significant_negative","0.9324"
"m_mean_farm_size_ha","Social capital","Relatives and friends (number)","intrcpt",0.0496,0.0157,0.0835,3.0615,19,0.0064,"QM (1, 19) = 5.5467, p =0.0294","significant_positive","0.0064**"
"m_mean_farm_size_ha","Social capital","Relatives and friends (number)","",-0.0153,-0.0288,-0.0017,-2.3551,19,0.0294,"QM (1, 19) = 5.5467, p =0.0294","significant_negative","0.0294*"
"m_mean_farm_size_ha","Social capital","Communicate with other farmers (1= yes)","intrcpt",0.072,0.0187,0.1253,2.9727,11,0.0127,"QM (1, 11) = 0.2446, p =0.6306","significant_positive","0.0127*"
"m_mean_farm_size_ha","Social capital","Communicate with other farmers (1= yes)","",0,-3e-04,2e-04,-0.4946,11,0.6306,"QM (1, 11) = 0.2446, p =0.6306","no_significant_negative","0.6306"
"m_mean_farm_size_ha","Technical information","Use of DFS (1= yes)","intrcpt",0.0888,-0.049,0.2266,1.3736,15,0.1897,"QM (1, 15) = 0.2197, p =0.646","no_significant_positive","0.1897"
"m_mean_farm_size_ha","Technical information","Use of DFS (1= yes)","",-0.0113,-0.0628,0.0401,-0.4687,15,0.646,"QM (1, 15) = 0.2197, p =0.646","no_significant_negative","0.646"
"m_mean_farm_size_ha","Biophysical","Soil fertility (1= moderate)","intrcpt",0.0086,-0.0793,0.0964,0.2039,19,0.8406,"QM (1, 19) = 0.029, p =0.8665","no_significant_positive","0.8406"
"m_mean_farm_size_ha","Biophysical","Soil fertility (1= moderate)","",-0.0041,-0.0543,0.0461,-0.1704,19,0.8665,"QM (1, 19) = 0.029, p =0.8665","no_significant_negative","0.8665"
"m_mean_farm_size_ha","Financial capital","Receive support for conservation (1= yes)","intrcpt",0.0405,-0.0657,0.1467,0.8242,13,0.4247,"QM (1, 13) = 0.5934, p =0.4549","no_significant_positive","0.4247"
"m_mean_farm_size_ha","Financial capital","Receive support for conservation (1= yes)","",7e-04,-0.0013,0.0026,0.7703,13,0.4549,"QM (1, 13) = 0.5934, p =0.4549","no_significant_positive","0.4549"
"m_mean_farm_size_ha","Socio-demographic","Marital status (1= married)","intrcpt",0.0335,-0.1052,0.1723,0.5384,10,0.6021,"QM (1, 10) = 0.2716, p =0.6136","no_significant_positive","0.6021"
"m_mean_farm_size_ha","Socio-demographic","Marital status (1= married)","",-0.007,-0.0371,0.023,-0.5212,10,0.6136,"QM (1, 10) = 0.2716, p =0.6136","no_significant_negative","0.6136"
"m_mean_farm_size_ha","Financial capital","Non-farm income (continuous)","intrcpt",0.1594,-0.0518,0.3706,1.6183,14,0.1279,"QM (1, 14) = 0.1939, p =0.6664","no_significant_positive","0.1279"
"m_mean_farm_size_ha","Financial capital","Non-farm income (continuous)","",-7e-04,-0.0042,0.0028,-0.4404,14,0.6664,"QM (1, 14) = 0.1939, p =0.6664","no_significant_negative","0.6664"
"n_samples_num","Socio-demographic","Gender (1= male)","intrcpt",0.0059,-0.0278,0.0395,0.3437,135,0.7316,"QM (1, 135) = 0.3425, p =0.5594","no_significant_positive","0.7316"
"n_samples_num","Socio-demographic","Gender (1= male)","",0,0,0,-0.5852,135,0.5594,"QM (1, 135) = 0.3425, p =0.5594","no_significant_negative","0.5594"
"n_samples_num","Socio-demographic","Age (continuous)","intrcpt",0.0085,-0.023,0.0399,0.5327,162,0.595,"QM (1, 162) = 0.0898, p =0.7648","no_significant_positive","0.595"
"n_samples_num","Socio-demographic","Age (continuous)","",0,0,0,-0.2997,162,0.7648,"QM (1, 162) = 0.0898, p =0.7648","no_significant_negative","0.7648"
"n_samples_num","Socio-demographic","Education (continuous)","intrcpt",0.0568,0.0204,0.0932,3.0883,130,0.0025,"QM (1, 130) = 1.4854, p =0.2251","significant_positive","0.0025**"
"n_samples_num","Socio-demographic","Education (continuous)","",0,0,0,-1.2188,130,0.2251,"QM (1, 130) = 1.4854, p =0.2251","no_significant_negative","0.2251"
"n_samples_num","Financial capital","Access to non-farm income (1= yes)","intrcpt",0.026,-0.0053,0.0574,1.6605,59,0.1021,"QM (1, 59) = 6e-04, p =0.9798","no_significant_positive","0.1021"
"n_samples_num","Financial capital","Access to non-farm income (1= yes)","",0,0,0,0.0254,59,0.9798,"QM (1, 59) = 6e-04, p =0.9798","no_significant_positive","0.9798"
"n_samples_num","Technical information","Extension frequency (number of contacts)","intrcpt",0.2339,0.0724,0.3954,3.012,21,0.0066,"QM (1, 21) = 0.2162, p =0.6467","significant_positive","0.0066**"
